2019-01-05 11:47:27,992 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/junit/junit/4.11/junit-4.11.pom
2019-01-05 11:47:28,205 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/junit/junit/4.11/junit-4.11.pom
2019-01-05 11:47:28,416 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.pom
2019-01-05 11:47:28,620 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.pom
2019-01-05 11:47:28,839 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/hamcrest/hamcrest-parent/1.3/hamcrest-parent-1.3.pom
2019-01-05 11:47:29,034 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/hamcrest/hamcrest-parent/1.3/hamcrest-parent-1.3.pom
2019-01-05 11:47:29,241 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/slf4j/slf4j-log4j12/1.7.7/slf4j-log4j12-1.7.7.pom
2019-01-05 11:47:29,440 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/slf4j/slf4j-log4j12/1.7.7/slf4j-log4j12-1.7.7.pom
2019-01-05 11:47:29,704 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/spring-context/4.3.20.RELEASE/spring-context-4.3.20.RELEASE.pom
2019-01-05 11:47:29,912 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/spring-context/4.3.20.RELEASE/spring-context-4.3.20.RELEASE.pom
2019-01-05 11:47:30,128 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/spring-aop/4.3.20.RELEASE/spring-aop-4.3.20.RELEASE.pom
2019-01-05 11:47:30,331 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/spring-aop/4.3.20.RELEASE/spring-aop-4.3.20.RELEASE.pom
2019-01-05 11:47:30,547 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/spring-beans/4.3.20.RELEASE/spring-beans-4.3.20.RELEASE.pom
2019-01-05 11:47:30,752 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/spring-beans/4.3.20.RELEASE/spring-beans-4.3.20.RELEASE.pom
2019-01-05 11:47:30,973 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/spring-core/4.3.20.RELEASE/spring-core-4.3.20.RELEASE.pom
2019-01-05 11:47:31,176 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/spring-core/4.3.20.RELEASE/spring-core-4.3.20.RELEASE.pom
2019-01-05 11:47:31,470 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/spring-expression/4.3.20.RELEASE/spring-expression-4.3.20.RELEASE.pom
2019-01-05 11:47:31,670 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/spring-expression/4.3.20.RELEASE/spring-expression-4.3.20.RELEASE.pom
2019-01-05 11:47:31,880 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/spring-test/4.3.20.RELEASE/spring-test-4.3.20.RELEASE.pom
2019-01-05 11:47:32,078 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/spring-test/4.3.20.RELEASE/spring-test-4.3.20.RELEASE.pom
2019-01-05 11:47:32,292 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/netty/netty-all/4.0.24.Final/netty-all-4.0.24.Final.pom
2019-01-05 11:47:32,492 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/netty/netty-all/4.0.24.Final/netty-all-4.0.24.Final.pom
2019-01-05 11:47:32,703 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/netty/netty-parent/4.0.24.Final/netty-parent-4.0.24.Final.pom
2019-01-05 11:47:33,082 [Worker-225] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/netty/netty-parent/4.0.24.Final/netty-parent-4.0.24.Final.pom
